dag,algo,kind,label,seed,app_timeout_rate,task_timeout_rate,energy,delay_succ,delay_all,E_succ,E_all,UtilityScore_succ,UtilityScore_all,score,runtime_min,inference_time_ms,D_all_src,has_reeval,src_dir,mtime
chain,PPO,ext_rl,PPO,3,0.5533333333333333,0.747,0.3552383170332577,0.6380136064409607,1.5988671202146998,0.3701890627842573,0.3701890627842573,-0.7432010290664907,-0.7762964234695819,-1.0,14.03,0.0,result.json,False,main_comparison_20260824_203442,2026-08-28 13:54
chain,PPO,ext_rl,PPO,5,0.7533333333333333,0.8023333333333333,0.3193923774746959,1.3482287445249082,1.4685852224814582,0.1928483523689143,0.1928483523689143,-0.5594151760595798,-0.5665842838820195,-1.0,14.6,0.0,result.json,False,main_comparison_20260822_004654,2026-08-28 19:08
chain,PPO,ext_rl,PPO,7,0.06,0.5753333333333334,0.3186079824580199,1.1485893718576006,1.277564702008887,0.2214990343599737,0.2214990343599737,-0.4439752341560065,-0.4529607238367971,-1.0,18.46,0.0,result.json,False,main_comparison_20260822_004654,2026-08-28 19:08
chain,PPO,ext_rl,PPO,42,0.0333333333333333,0.6163333333333333,0.3154453723505669,1.025176088984059,1.4357481309889772,0.2142563528182809,0.2142563528182809,-0.6386013739253251,-0.659322437493021,-1.0,15.67,0.0,result.json,False,main_comparison_20260824_203442,2026-08-28 13:54
chain,TransEdgeStyle,ext_rl,TransEdgeStyle,1,0.1666666666666666,0.76,0.2239880191046056,1.397096907774577,1.374213003856848,0.2096048508157501,0.2096048508157501,-0.1165537959354934,-0.114584762261702,4911.959340613601,25.14,0.0,result.json,False,main_comparison_20260824_203442,2026-08-28 13:57
chain,TransEdgeStyle,ext_rl,TransEdgeStyle,3,0.1866666666666666,0.7823333333333333,0.2171872340158577,1.5829109518863504,1.514252050490296,0.2281049025397426,0.2281049025397426,-0.4856853018730498,-0.4810967563284543,6245.645935693948,25.1,0.0,result.json,False,main_comparison_20260824_203442,2026-08-28 13:57
chain,TransEdgeStyle,ext_rl,TransEdgeStyle,5,0.2066666666666666,0.7946666666666666,0.2158481154701891,1.5283161119010171,1.4812654931560594,0.2009154508683061,0.2009154508683061,-0.2627601326764395,-0.2589360798607698,7739.381108258482,21.88,0.0,result.json,False,main_comparison_20260822_004654,2026-08-28 19:04
chain,TransEdgeStyle,ext_rl,TransEdgeStyle,7,0.18,0.7443333333333333,0.2198891752383844,1.2658831827991484,1.2474281978525663,0.198520951330425,0.198520951330425,0.4677473897624736,0.4690037622840594,5783.107038700865,22.93,0.0,result.json,False,main_comparison_20260822_004654,2026-08-28 19:05
chain,TransEdgeStyle,ext_rl,TransEdgeStyle,42,0.14,0.7543333333333333,0.2229412792624416,1.2685697140295835,1.247903287398776,0.1976708779906542,0.1976708779906542,0.2815541619007595,0.2832127494699529,3382.769102334416,25.37,0.0,result.json,False,main_comparison_20260824_203442,2026-08-28 13:58
chain,Edge-only,heuristic,Edge-only,1,0.4666666666666667,0.7543333333333333,0.2834930125119482,1.590133548860593,1.528678348664881,0.2790622389868052,0.2790622389868052,-0.4808796683619379,-0.4767489477303748,-0.5664879394335202,,,result.json,False,main_comparison_20260824_203442,2026-08-28 14:02
