dag,reviewer,param_key,param_val,is_default,n_seeds,AppTO_mean_pct,AppTO_std_pct,D_all_mean,D_all_std,D_succ_mean,D_succ_std,Util_all_mean,Util_all_std,Util_succ_mean,Util_succ_std
wide,R1-6,SHIELD_THR_NORM,1p05,False,5,2.5333333333333328,3.313272970610447,0.4394294685375152,0.04828575524123582,0.4352558340369493,0.04030389119896906,0.6580816461189244,0.10764936607838806,0.6580816461189244,0.10764936607838806
wide,R1-6,SHIELD_THR_NORM,1p15,False,5,2.5333333333333328,2.2803508501982757,0.43934795995424214,0.044975859294819044,0.4409618361010307,0.04397316940090508,0.6726996615383103,0.073908905548949,0.6726996615383103,0.073908905548949
wide,R1-6,SHIELD_THR_NORM,1p1,False,5,2.6666666666666665,3.2317865716108862,0.43664601248371293,0.04834841032314375,0.43271385136679513,0.04085756272655425,0.6556324720298145,0.10597353740086507,0.6556324720298145,0.10597353740086507
wide,R1-6,SHIELD_THR_NORM,1p2,False,5,2.6666666666666665,3.3993463423951904,0.4390656027076146,0.046426777435486656,0.4396960294987826,0.04735784831500132,0.6491948097500984,0.1190343731548739,0.6491948097500984,0.1190343731548739
wide,R1-6,SHIELD_THR_NORM,1p3,False,5,2.8,3.3466401061363027,0.4378059637348105,0.04734922559086993,0.43129111034300865,0.03495005821732675,0.6317372313848841,0.14753039973646404,0.6317372313848841,0.14753039973646404
default,R4-1,OVERFLOW_MULT,1p1,False,5,8.799999999999999,6.243218543169682,1.1880152687336696,0.10090396485023728,1.2159508995200476,0.12217238108806584,0.24220276231271418,0.3600087033943566,0.23986517337525962,0.3618639741391685
default,R4-1,OVERFLOW_MULT,1p25,False,5,8.399999999999999,4.560701700396552,1.1916248371715927,0.10529152770378052,1.2159868661457776,0.11881678811839076,0.266871864569461,0.2880686664103573,0.26487166615168195,0.2893850216014958
default,R4-1,OVERFLOW_MULT,1p5,False,5,7.999999999999999,5.312459150169743,1.1908317368235424,0.10745640346876961,1.213456406204544,0.11839354661960368,0.2677520425922336,0.34262712459485245,0.2659265365816359,0.3438464939792665
default,R4-1,OVERFLOW_MULT,1,False,5,7.6,5.387227693556513,1.1885779460562047,0.1049462537193623,1.2182626034717177,0.1267896363289991,0.2710283191630194,0.3517501518027999,0.26862085959271254,0.35340314623392155
default,R4-1,OVERFLOW_MULT,2,False,5,9.2,6.099180272790762,1.1913079862340847,0.10292811743548304,1.2213133706042585,0.124189806310733,0.20043633829011415,0.40543030114306544,0.1980059393046814,0.4073190055161594
default,R4-1,CP_REM_COEFF,0p2,False,5,8.666666666666668,6.342099196813483,1.18695207272653,0.10119204348910565,1.2162816072669886,0.12272417485960803,0.27738847989961146,0.3503194058276018,0.2750265796450054,0.35229721363880157
default,R4-1,CP_REM_COEFF,0p3,False,5,7.333333333333333,5.395471352079549,1.1922982602262457,0.10710528510977074,1.2200031620637801,0.12461056811154644,0.3104285139584668,0.31602652639084083,0.30818787416423926,0.31769038796853005
default,R4-1,CP_REM_COEFF,0p45,False,5,8.666666666666668,5.887840577551898,1.1917553807640038,0.10373395588549417,1.2182215899809807,0.12349668854125304,0.2401136124556352,0.36746317440601406,0.23797035615233425,0.3692587726745316
default,R4-1,CP_REM_COEFF,0p6,False,5,7.200000000000001,4.908043285148256,1.1925446113930778,0.10983262440032447,1.2121780594134428,0.12201056325285073,0.3083275394449266,0.31311277511750596,0.30672694828724384,0.3143099861601461
default,R4-1,CP_REM_COEFF,0p8,False,5,9.733333333333334,7.402702209328699,1.1884811425948516,0.10429223157887872,1.2177845722882996,0.12699860008253042,0.2649572079619946,0.3530337244631619,0.2625395809207884,0.35510224011846514
